_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
4001,A1393810,SCOOBY,DOG,BRINDLE-BN,,PIT BULL,MALE,2022-09-11,3 YEARS,2025-09-11,MED R,CONFISCATE,ASO,,,,,,,SAN JOSE,2025-09-15
4002,A1393811,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-11,NURSING,STRAY,OTC,,2025-09-11,EUTH,,MED SEV,BOLERO DR,SAN JOSE,2025-09-11
4003,A1393813,,CAT,PT-CHOC,,DOMESTIC SH,FEMALE,2025-07-27,7 WEEKS,2025-09-11,MED R,STRAY,OTC,IP ADOPT,,,,,BERRYESSA RD & N CAPITOL AVE,SAN JOSE,2025-09-18
4004,A1393818,WASABI,DOG,BLACK,TAN,GERM SHEPHERD,NEUTERED,2023-09-13,2 YEARS,2025-09-11,MED R,STRAY,OTC,,2025-09-18,ADOPTION,,HEALTHY,E JULIAN ST X N 26TH ST,SAN JOSE,2025-09-18
4005,A1393820,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,2025-09-11,MED SEV,STRAY,OTC,,2025-09-11,EUTH,,MED SEV,ENBORG LN / ENBORG CT,SAN JOSE,2025-09-11
4006,A1393822,,DOG,MERLE-RED,,CATAHOULA,MALE,2024-09-11,1 YEAR,2025-09-11,HEALTHY,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-09-11
4007,A1393823,,DOG,BRINDLE-BN,WHITE,BOSTON TERRIER,MALE,2024-09-11,1 YEAR,2025-09-11,HEALTHY,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-09-11
4008,A1393825,SQUISHY,DOG,TAN,BLACK,PUG,FEMALE,2018-09-11,7 YEARS,2025-09-11,HEALTHY,STRAY,OTC,,2025-09-15,TRANSFER,,HEALTHY,HURAN DR X CLARICE,SAN JOSE,2025-09-15
4009,A1393828,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-08-12,5 WEEKS,2025-09-11,MED SEV,STRAY,OTC,,,,,,ALMADEN RD / SHADOW DANCE DR,SAN JOSE,2025-09-12
4010,A1393831,FROST,DOG,BRINDLE-BN,,FRENCH BULLDOG,MALE,2024-09-11,1 YEAR,2025-09-11,MED R,STRAY,MEDVET,,2025-09-11,RTO,,MED R,SENTER RD. / PHELAN AVE.,SAN JOSE,2025-09-11
4011,A1393833,BRIE,DOG,BRINDLE-BN,BLACK,BULLDOG,FEMALE,2023-09-13,2 YEARS,2025-09-11,HEALTHY,STRAY,OTC,,,,,,STEVENS CREEK & CYPRESS AVE,SAN JOSE,2025-09-15
4012,A1393886,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,2025-07-05,10 WEEKS,2025-09-11,MED SEV,STRAY,OTC,,2025-09-11,EUTH,,MED SEV,SCARLETT X COYOTE,SAN JOSE,2025-09-11
4013,A1393890,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-25,3 WEEKS,2025-09-11,NURSING,STRAY,OTC,,,,,,MARQUETRY CT / WOODSET DR,SAN JOSE,2025-09-16
4014,A1393891,,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,,NO AGE,2025-09-11,PREGNANT,STRAY,OTC,,2025-09-17,RTF,,BEH M,JACKSON ST X N 22ND ST,SAN JOSE,2025-09-17
4015,A1393894,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-09-11,DEAD,DISPO REQ,FIELD,,2025-09-11,DISPOSAL,,DEAD,3000 BLOCK PENITENCIA CREEK,SAN JOSE,2025-09-11
4016,A1393897,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-09-11,DEAD,DISPO REQ,,,2025-09-11,DISPOSAL,,DEAD,1300 BLOCK MEDALLION DR,SAN JOSE,2025-09-11
4017,A1393899,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-29,7 WEEKS,2025-09-11,HEALTHY,STRAY,OTC,,,,,,CROPLEY AVE X MESSINA DR,SAN JOSE,2025-09-13
4018,A1393900,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2025-07-29,7 WEEKS,2025-09-11,HEALTHY,STRAY,OTC,,,,,,CROPLEY AVE X MESSINA DR,SAN JOSE,2025-09-13
4019,A1393901,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-29,7 WEEKS,2025-09-11,HEALTHY,STRAY,OTC,,,,,,CROPLEY AVE X MESSINA DR,SAN JOSE,2025-09-13
4020,A1393902,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-11,DEAD,DISPO REQ,OTC,,2025-09-11,DISPOSAL,,DEAD,MONTEREY RD,SAN JOSE,2025-09-11
4021,A1393904,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-07-25,8 WEEKS,2025-09-11,MED R,STRAY,FIELD,,,,,,MAIN ST / CURTIS AVE,MILPITAS,2025-09-15
4022,A1393905,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-25,8 WEEKS,2025-09-11,MED R,STRAY,FIELD,,,,,,MAIN ST / CURTIS AVE,MILPITAS,2025-09-15
4023,A1393906,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2025-09-12,MED R,WILDLIFE,FIELD,,2025-09-12,TRANSFER,,MED R,2600 BLOCK HERITAGE PARK CIR,SAN JOSE,2025-09-12
4024,A1393907,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-12,DEAD,DISPO REQ,FIELD,,2025-09-12,DISPOSAL,,DEAD,ARIZONA AVE/CALLAN ST,MILPITAS,2025-09-12
4025,A1393908,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-12,DEAD,DISPO REQ,FIELD,,2025-09-12,DISPOSAL,,DEAD,EB JACKLIN/HWY 680,MILPITAS,2025-09-12
4026,A1393909,HENRY,DOG,WHITE,BLACK,CHIHUAHUA SH,NEUTERED,,NO AGE,2025-09-12,HEALTHY,STRAY,OTC,,2025-09-15,TRANSFER,,HEALTHY,DIADEM DR X CINDERELLA LN,SAN JOSE,2025-09-15
4027,A1393910,KIZZY,DOG,WHITE,BLACK,CHIHUAHUA SH,SPAYED,,NO AGE,2025-09-12,HEALTHY,STRAY,OTC,,,,,,DIADEM DR X CINDERELLA LN,SAN JOSE,2025-09-15
4028,A1393911,ROSCOE,DOG,WHITE,BLACK,CHIHUAHUA SH,NEUTERED,,NO AGE,2025-09-12,HEALTHY,STRAY,OTC,,,,,,DIADEM DR X CINDERELLA LN,SAN JOSE,2025-09-15
4029,A1393912,,OTHER,BROWN,,OWL,UNKNOWN,,NO AGE,2025-09-12,MED R,WILDLIFE,FIELD,,2025-09-12,TRANSFER,,MED R,19800 BLOCK GLEN BRAE DR,SARATOGA,2025-09-12
4030,A1393915,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2025-08-08,6 WEEKS,2025-09-12,MED SEV,STRAY,FIELD,,2025-09-13,EUTH,,MED SEV,VIRGINIA PL/S 34TH ST,SAN JOSE,2025-09-15
4031,A1393925,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-09-12,PREGNANT,STRAY,OTC,,2025-09-17,RTF,,BEH M,SWEETBERRY CT/STONE CANYON DR,SAN JOSE,2025-09-17
4032,A1393928,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-12,PREGNANT,STRAY,OTC,,2025-09-17,RTF,,BEH M,MANFERD ST/LEVIN ST,MILPITAS,2025-09-17
4033,A1393931,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-12,DEAD,DISPO REQ,OTC,,2025-09-12,DISPOSAL,,DEAD,LYNN AVE/KNOX AVE,SAN JOSE,2025-09-12
4034,A1393933,,OTHER,GREEN,BROWN,TURTLE,UNKNOWN,,NO AGE,2025-09-12,HEALTHY,STRAY,FIELD,,2025-09-13,RESCUE,,HEALTHY,3000 BLOCK PENITENCIA CREEK,SAN JOSE,2025-09-13
4035,A1393937,,BIRD,WHITE,,DOVE,UNKNOWN,,NO AGE,2025-09-12,MED R,STRAY,OTC,,2025-09-15,RESCUE,,MED R,COMANCHE DR/CALERO AVE,SAN JOSE,2025-09-15
4036,A1393938,CHESTER,CAT,WHITE,,DOMESTIC SH,NEUTERED,2003-09-12,22 YEARS,2025-09-12,DEAD,DISPO REQ,MEDVET,,2025-09-12,DISPOSAL,,DEAD,,SAN JOSE,2025-09-18
4037,A1393943,,DOG,WHITE,BROWN,PIT BULL,FEMALE,,NO AGE,2025-09-12,MED M,STRAY,FOUND,,,,,,GAVELSTON AVE/TULLY AVE,SAN JOSE,2025-09-15
4038,A1393945,,CAT,TORBI-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-12,PREGNANT,STRAY,OTC,IP ADOPT,2025-09-15,ADOPTION,,HEALTHY,E CAPITOL EXPY X SNELL AVE,SAN JOSE,2025-09-15
4039,A1393946,SEUSS,DOG,TAN,,CHOW CHOW,MALE,2022-09-12,3 YEARS,2025-09-12,MED R,OWNER SUR,OTC,,,,,,,SAN JOSE,2025-09-12
4040,A1393962,JACKIE,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2021-09-11,4 YEARS,2025-09-12,MED R,STRAY,FIELD,,2025-09-16,RTO,,HEALTHY,SPRING ST / ASBURY ST,SAN JOSE,2025-09-18
4041,A1393965,,DOG,GRAY,WHITE,POODLE MIN,MALE,2025-08-22,4 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,2025-09-15,RESCUE,,HEALTHY,MONTEREY RD,SAN JOSE,2025-09-15
4042,A1393966,,CAT,BLACK,,DOMESTIC MH,FEMALE,2025-06-23,12 WEEKS,2025-09-12,MED R,STRAY,OTC,,,,,,CURTNER AVE X CANOAS GARDEN AVE,SAN JOSE,2025-09-16
4043,A1393967,,DOG,BLACK,TAN,CHIHUAHUA SH,FEMALE,2025-08-22,4 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,2025-09-15,RESCUE,,HEALTHY,MONTEREY RD,SAN JOSE,2025-09-15
4044,A1393968,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-08,6 WEEKS,2025-09-12,MED R,STRAY,OTC,,,,,,DEMPSEY RD/CHEWPON AVE,MILPITAS,2025-09-13
4045,A1393969,,CAT,PT-LYNX,,DOMESTIC SH,FEMALE,2025-08-08,6 WEEKS,2025-09-12,MED R,STRAY,OTC,,,,,,DEMPSEY RD/CHEWPON AVE,MILPITAS,2025-09-13
4046,A1393970,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2024-09-01,1 YEAR,2025-09-12,MED R,STRAY,OTC,,,,,,LAVA DR X LAVA WAY,SAN JOSE,2025-09-15
4047,A1393971,,CAT,TORBI-BRN,,DOMESTIC SH,UNKNOWN,2025-07-12,10 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MCKEE RD/CHECKERS DR,SAN JOSE,2025-09-12
4048,A1393972,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2025-07-12,10 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MCKEE RD/CHECKERS DR,SAN JOSE,2025-09-12
4049,A1393973,,CAT,PT-LILAC,,DOMESTIC SH,UNKNOWN,2025-07-12,10 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MCKEE RD/CHECKERS DR,SAN JOSE,2025-09-12
4050,A1393974,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-06-24,12 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,W SAN CARLOS/RACE ST,SAN JOSE,2025-09-13
4051,A1393975,,CAT,TABBY-BUFF,,DOMESTIC SH,UNKNOWN,2025-07-12,10 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MCKEE RD/CHECKERS DR,SAN JOSE,2025-09-12
4052,A1393976,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2025-07-12,10 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MCKEE RD/CHECKERS DR,SAN JOSE,2025-09-12
4053,A1393977,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-06-24,12 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,W SAN CARLOS/RACE ST,SAN JOSE,2025-09-13
4054,A1393979,,CAT,BLACK,,DOMESTIC MH,MALE,2025-06-24,12 WEEKS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,W SAN CARLOS/RACE ST,SAN JOSE,2025-09-13
4055,A1393981,,CAT,BLACK,,DOMESTIC SH,FEMALE,2024-06-16,1 YEAR 3 MONTHS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,W SAN CARLOS/RACE ST,SAN JOSE,2025-09-13
4056,A1393983,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2019-09-12,6 YEARS,2025-09-12,MED SEV,STRAY,OTC,,2025-09-12,EUTH,,MED SEV,GENTIAN CT X GOLDENRAIN DR,SAN JOSE,2025-09-12
4057,A1393990,,OTHER,GREEN,BROWN,TURTLE,UNKNOWN,,NO AGE,2025-09-12,HEALTHY,STRAY,OTC,,2025-09-13,RESCUE,,HEALTHY,MANDERSTON DR,SAN JOSE,2025-09-13
4058,A1393993,GREGORY,CAT,TABBY-BRN,,DOMESTIC LH,NEUTERED,2025-04-12,5 MONTHS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-09-17
4059,A1393994,MISS TEAGUES,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-04-12,5 MONTHS,2025-09-12,HEALTHY,STRAY,OTC,,,,,,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-09-17
4060,A1393995,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-09-12,DEAD,DISPO REQ,FIELD,,2025-09-12,DISPOSAL,,DEAD,18700 BLOCK DEVON AVE,SARATOGA,2025-09-12
4061,A1393996,BEETHOVEN,DOG,WHITE,BROWN,PIT BULL,MALE,2024-09-17,1 YEAR,2025-09-12,HEALTHY,CONFISCATE,ASO,,,,,,,SAN JOSE,2025-09-17
4062,A1393997,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-09-12,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,ALMADEN RD X NEW ST,SAN JOSE,2025-09-18
4063,A1393998,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2025-09-12,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,ALMADEN RD X NEW ST,SAN JOSE,2025-09-18
4064,A1393999,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,2025-09-12,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,ALMADEN RD X NEW ST,SAN JOSE,2025-09-18
4065,A1394001,SQUISHY,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2016-09-13,9 YEARS,2025-09-13,HEALTHY,STRAY,OTC,,,,,,DIADEM DR/LYONS DR,SAN JOSE,2025-09-17
4066,A1394002,,DOG,BLACK,WHITE,PIT BULL,MALE,2020-09-13,5 YEARS,2025-09-13,HEALTHY,STRAY,OTC,,,,,,DIADEM DR/LYONS DR,SAN JOSE,2025-09-13
4067,A1394027,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,MED SEV,STRAY,OTC,,2025-09-13,EUTH,,MED SEV,VIRGINIA PL/S KING RD,SAN JOSE,2025-09-13
4068,A1394028,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,MED SEV,STRAY,OTC,,2025-09-13,EUTH,,MED SEV,VIRGINIA PL/S KING RD,SAN JOSE,2025-09-13
4069,A1394029,,CAT,WHITE,BLACK,DOMESTIC SH,MALE,2025-08-04,6 WEEKS,2025-09-13,MED R,STRAY,OTC,IP ADOPT,,,,,MONTEREY RD X LEWIS RD,SAN JOSE,2025-09-16
4070,A1394032,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-08-27,3 WEEKS,2025-09-13,NURSING,STRAY,OTC,,2025-09-18,TRANSFER,,MED SEV,TOKAY WAY/MT PLEASANT RD,SAN JOSE,2025-09-18
4071,A1394034,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-08-27,3 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,TOKAY WAY/MT PLEASANT RD,SAN JOSE,2025-09-18
4072,A1394035,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-27,3 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,TOKAY WAY/MT PLEASANT RD,SAN JOSE,2025-09-18
4073,A1394036,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-08-27,3 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,TOKAY WAY/MT PLEASANT RD,SAN JOSE,2025-09-18
4074,A1394037,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-27,3 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,TOKAY WAY/MT PLEASANT RD,SAN JOSE,2025-09-18
4075,A1394038,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-27,3 WEEKS,2025-09-13,NURSING,STRAY,OTC,,,,,,TOKAY WAY/MT PLEASANT RD,SAN JOSE,2025-09-18
4076,A1394042,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2024-09-13,1 YEAR,2025-09-13,MED SEV,STRAY,FIELD,,2025-09-16,EUTH,,MED SEV,MARTINVALE LN/ MUSCAT DR,SAN JOSE,2025-09-16
4077,A1394049,,OTHER,BROWN,,SQUIRREL,UNKNOWN,2023-09-13,2 YEARS,2025-09-13,MED EMERG,WILDLIFE,FIELD,,2025-09-13,TRANSFER,,MED EMERG,3600 BLOCK DEEDHAM DR,SAN JOSE,2025-09-13
4078,A1394051,,CAT,WHITE,,DOMESTIC SH,MALE,2025-09-09,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,2025-09-16,RESCUE,,NURSING,JUNCTION AVE/ROBERTS AVE,SAN JOSE,2025-09-16
4079,A1394052,,CAT,WHITE,,DOMESTIC SH,FEMALE,2025-09-09,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,2025-09-16,RESCUE,,NURSING,JUNCTION AVE/ROBERTS AVE,SAN JOSE,2025-09-16
4080,A1394053,,CAT,WHITE,,DOMESTIC SH,FEMALE,2025-09-09,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,2025-09-16,RESCUE,,NURSING,JUNCTION AVE/ROBERTS AVE,SAN JOSE,2025-09-16
4081,A1394054,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-09-09,1 WEEKS,2025-09-13,NURSING,STRAY,OTC,,2025-09-16,RESCUE,,NURSING,JUNCTION AVE/ROBERTS AVE,SAN JOSE,2025-09-16
4082,A1394057,,DOG,WHITE,BROWN,DACHSHUND LH,MALE,2024-09-13,1 YEAR,2025-09-13,MED R,STRAY,OTC,,2025-09-15,TRANSFER,,MED R,PINE AVE/ BIRD AVE,SAN JOSE,2025-09-15
4083,A1394060,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,DEAD,DISPO REQ,OTC,,2025-09-13,DISPOSAL,,DEAD,FOREST CT/FALLEN LEAF CIR,MILPITAS,2025-09-13
4084,A1394062,CASH,DOG,BLACK,,LABRADOR RETR,MALE,2017-09-13,8 YEARS,2025-09-13,HEALTHY,STRAY,FIELD,,2025-09-14,RTO,,HEALTHY,21000 BLOCK SEVEN SPRINGS PKWY,CUPERTINO,2025-09-14
4085,A1394073,,CAT,BLACK,,DOMESTIC LH,MALE,2025-08-10,5 WEEKS,2025-09-13,MED R,STRAY,OTC,,,,,,S WHITE RD X STORY RD,SAN JOSE,2025-09-18
4086,A1394076,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-10,5 WEEKS,2025-09-13,MED SEV,STRAY,OTC,,2025-09-14,EUTH,,MED SEV,S WHITE RD X STORY RD,SAN JOSE,2025-09-14
4087,A1394079,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,DEAD,DISPO REQ,OTC,,2025-09-13,DISPOSAL,,DEAD,SHERLOCK DR/ BOREN DR,SAN JOSE,2025-09-13
4088,A1394080,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,DEAD,DISPO REQ,OTC,,2025-09-13,DISPOSAL,,DEAD,SHERLOCK DR/ BOREN DR,SAN JOSE,2025-09-13
4089,A1394082,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2024-09-13,1 YEAR,2025-09-12,MED EMERG,STRAY,MEDVET,,2025-09-12,EUTH,,MED SEV,UNKNOWN,SAN JOSE,2025-09-16
4090,A1394084,,DOG,BLACK,,SCHNAUZER MIN,MALE,2025-05-13,4 MONTHS,2025-09-13,HEALTHY,STRAY,OTC,,2025-09-15,TRANSFER,,HEALTHY,GARDEN AVE X LEWIS RD,SAN JOSE,2025-09-15
4091,A1394085,,DOG,BLACK,BROWN,SCHNAUZER MIN,MALE,2025-05-13,4 MONTHS,2025-09-13,HEALTHY,STRAY,OTC,,2025-09-15,TRANSFER,,HEALTHY,GARDEN AVE X LEWIS RD,SAN JOSE,2025-09-15
4092,A1394086,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,MED EMERG,STRAY,FIELD,,2025-09-16,EUTH,,MED SEV,1400 BLOCK SANBORN,SAN JOSE,2025-09-16
4093,A1394087,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-13,DEAD,DISPO REQ,FIELD,,2025-09-13,DISPOSAL,,DEAD,1400 BLOCK SANBORN,SAN JOSE,2025-09-13
4094,A1394088,,DOG,TAN,BLACK,CHIHUAHUA SH,FEMALE,2025-07-14,9 WEEKS,2025-09-14,MED SEV,CONFISCATE,ASO,,2025-09-15,EUTH,,MED SEV,,SAN JOSE,2025-09-15
4095,A1394089,,OTHER,BROWN,,RACCOON,UNKNOWN,,NO AGE,2025-09-14,MED M,WILDLIFE,FIELD,,2025-09-14,TRANSFER,,MED M,FORRESTBROOK / SENTER,SAN JOSE,2025-09-15
4096,A1394097,,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2023-09-17,2 YEARS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,KING RD/NICKEL AVE,SAN JOSE,2025-09-17
4097,A1394103,MAC,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-14,MED R,STRAY,OTC,,2025-09-14,RTO,,MED R,BRANHAM LN/RAHWAY DR,SAN JOSE,2025-09-14
4098,A1394104,,CAT,PT-SEAL,,SIAMESE,FEMALE,2022-01-14,3 YEARS,2025-09-14,HEALTHY,CONFISCATE,POLICE,,,,,,,SAN JOSE,2025-09-18
4099,A1394225,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,2025-09-14,PREGNANT,STRAY,OTC,,,,,,RANDOLPH X REXFORD,SAN JOSE,2025-09-14
4100,A1394229,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-08-15,5 WEEKS,2025-09-14,MED R,STRAY,FIELD,,,,,,1400 BLOCK OF MONTEREY RD,SAN JOSE,2025-09-17
4101,A1394230,MILO,DOG,GRAY,BLACK,AUST CATTLE DOG,MALE,,NO AGE,2025-09-14,HEALTHY,STRAY,OTC,,2025-09-14,RTO,,HEALTHY,HEADQUARTERS DR X N FIRST ST,SAN JOSE,2025-09-14
4102,A1394233,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-09-09,1 WEEKS,2025-09-14,NURSING,STRAY,OTC,,2025-09-14,RESCUE,,NURSING,SHENADO PL/WIGWAM CT,SAN JOSE,2025-09-14
4103,A1394237,MICKEY,DOG,WHITE,,POODLE MIN,FEMALE,,NO AGE,2025-09-14,HEALTHY,STRAY,OTC,,2025-09-14,RTO,,HEALTHY,880/BROKAW RD,SAN JOSE,2025-09-14
4104,A1394238,JACK,DOG,WHITE,,PIT BULL,MALE,2024-12-17,9 MONTHS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,YOSEMITE X PARK AVE,SAN JOSE,2025-09-17
4105,A1394239,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-14,DEAD,DISPO REQ,OTC,,2025-09-14,DISPOSAL,,DEAD,CROPLEY/MORRILL,SAN JOSE,2025-09-14
4106,A1394240,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-13,5 WEEKS,2025-09-14,MED R,STRAY,OTC,,,,,,KENILWORTH WAY/HIGHWOOD DR,SAN JOSE,2025-09-18
4107,A1394241,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2025-08-13,5 WEEKS,2025-09-14,MED R,STRAY,OTC,,,,,,KENILWORTH WAY/HIGHWOOD DR,SAN JOSE,2025-09-16
4108,A1394244,,DOG,BLACK,,CHIHUAHUA SH,MALE,,NO AGE,2025-09-14,HEALTHY,STRAY,OTC,,,,,,HOPE ST/SOUTHSIDE DR,SAN JOSE,2025-09-15
4109,A1394245,,DOG,BLACK,,CHIHUAHUA SH,FEMALE,,NO AGE,2025-09-14,HEALTHY,STRAY,OTC,,,,,,HOPE ST/SOUTHSIDE DR,SAN JOSE,2025-09-15
4110,A1394246,,DOG,BLACK,,CHIHUAHUA SH,FEMALE,,NO AGE,2025-09-14,HEALTHY,STRAY,OTC,,,,,,HOPE ST/SOUTHSIDE DR,SAN JOSE,2025-09-15
4111,A1394247,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-14,MED R,STRAY,OTC,,2025-09-16,RTF,,BEH M,VINE X W ALMA,SAN JOSE,2025-09-16
4112,A1394248,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-06-29,11 WEEKS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,VINE X W ALMA,SAN JOSE,2025-09-18
4113,A1394254,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-14,DEAD,DISPO REQ,OTC,,2025-09-14,DISPOSAL,,DEAD,JEANNE AVE/MELBOURNE BLVD,SAN JOSE,2025-09-14
4114,A1394255,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-14,PREGNANT,STRAY,OTC,,2025-09-18,RTF,,BEH M,CLAITOR WAY/BOULDER DR,SAN JOSE,2025-09-18
4115,A1394256,,OTHER,BLACK,GRAY,OPOSSUM,MALE,,NO AGE,2025-09-14,DEAD,WILDLIFE,FIELD,,2025-09-14,DISPOSAL,,DEAD,LITTLEOAK DR/ LITTLE OAK CIR,SAN JOSE,2025-09-14
4116,A1394257,,OTHER,GRAY,BLACK,OPOSSUM,UNKNOWN,,NO AGE,2025-09-14,DEAD,DISPO REQ,FIELD,,2025-09-14,DISPOSAL,,DEAD,DIONNE WAY / PENWOOD ST,SAN JOSE,2025-09-14
4117,A1394258,,DOG,BROWN,WHITE,NORFOLK TERRIER,FEMALE,,NO AGE,2025-09-14,HEALTHY,STRAY,FOUND,,,,,,W HEDDING ST/PARK AVE,SAN JOSE,2025-09-15
4118,A1394259,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-09-14,DEAD,DISPO REQ,FIELD,,2025-09-14,DISPOSAL,,DEAD,BUTANO X YELLOWSTONE,MILPITAS,2025-09-14
